1,Bitcoin,BTC,None,46365.40,18781362 BTC,38734079049.10,0.31,5.86,18.27
2,Ethereum,ETH,None,3167.86,117039859 ETH,31983260935.98,0.78,5.11,21.37
3,Tether,USDT,None,1.00,62469234131 USDT *,77735706183.65,0.00,-0.01,-0.04
4,Binance Coin,BNB,None,354.97,168137036 BNB *,1648422571.49,0.16,3.77,7.21
5,Cardano,ADA,None,1.48,32112398695 ADA,1821319632.30,-0.15,3.49,12.79
6,XRP,XRP,None,0.8186,46417606117 XRP *,3739417342.79,-0.11,5.11,10.73
7,Dogecoin,DOGE,None,0.2569,130785754404 DOGE,4607903346.28,-0.75,7.02,26.18
8,USD Coin,USDC,None,0.9998,27904568208 USDC *,3898068399.02,0.00,0.02,-0.05
9,Polkadot,DOT,None,20.62,982556067 DOT *,1388957425.27,-0.40,4.80,14.45
10,Uniswap,UNI,None,28.40,587405904 UNI *,575462715.22,0.39,6.29,26.74
11,Binance USD,BUSD,None,0.9999,12160338143 BUSD *,5302160573.68,0.01,0.05,-0.04
12,Bitcoin Cash,BCH,None,592.49,18812856 BCH,2159473226.79,-0.21,6.54,8.92
13,Litecoin,LTC,None,166.52,66752615 LTC,2544061454.03,-0.92,11.12,17.67
14,Chainlink,LINK,None,24.29,444509554 LINK *,1065311841.79,-0.04,5.39,3.44
15,Solana,SOL,None,38.77,272637428 SOL *,377034585.33,-0.29,2.90,16.69
16,Wrapped Bitcoin,WBTC,None,46282.23,194623 WBTC *,310852359.49,0.42,5.59,18.27
17,Internet Computer,ICP,None,64.48,136899214 ICP *,1145399886.90,-0.56,16.73,60.39
18,Ethereum Classic,ETC,None,59.16,128861441 ETC,2985335852.65,-0.13,3.49,15.15
19,Polygon,MATIC,None,1.13,6446735794 MATIC *,736205593.80,-0.26,4.32,7.58
20,Stellar,XLM,None,0.2992,23447306986 XLM *,621594087.83,-0.32,4.12,8.95
21,THETA,THETA,None,6.78,1000000000 THETA *,343902813.51,-0.88,5.75,16.30
22,VeChain,VET,None,0.106,64315576989 VET *,887553193.11,0.23,4.68,23.04
23,Filecoin,FIL,None,67.77,95235548 FIL,729561123.88,0.66,5.12,24.38
24,Dai,DAI,None,1.00,5776678491 DAI *,662240255.55,-0.04,0.07,-0.06
25,Terra,LUNA,None,13.97,413313942 LUNA *,425165668.84,-0.52,4.14,13.30
26,TRON,TRX,None,0.07404,71659657369 TRX *,1152810401.62,-0.08,3.02,14.44
27,Aave,AAVE,None,375.00,12938802 AAVE *,381006822.16,-0.17,3.87,16.93
28,Monero,XMR,None,270.19,17969964 XMR,228186213.52,0.00,5.19,15.93
29,FTX Token,FTT,None,48.89,94346958 FTT *,194827185.20,0.97,12.22,37.23
30,EOS,EOS,None,4.54,955916751 EOS *,1138993848.06,0.11,5.75,12.60
31,PancakeSwap,CAKE,None,18.35,207235442 CAKE *,444003597.13,0.00,5.52,15.44
32,Bitcoin BEP2,BTCB,None,46079.82,78111 BTCB *,61496544.83,-0.10,4.94,17.28
33,Crypto.com Coin,CRO,None,0.1422,25263013692 CRO *,36281321.27,0.31,3.99,13.47
34,The Graph,GRT,None,0.7099,4715735200 GRT *,164446370.23,-0.82,5.82,2.44
35,Maker,MKR,None,3366.40,991328 MKR *,162710286.03,0.59,4.16,15.20
36,Neo,NEO,None,46.62,70538831 NEO *,421333509.81,0.38,3.38,7.18
37,Klaytn,KLAY,None,1.23,2494019996 KLAY *,109962554.85,1.33,2.65,19.43
38,SHIBA INU,SHIB,None,0.00000765,394796000000000 SHIB *,513264306.31,-0.39,5.06,20.59
39,Cosmos,ATOM,None,13.68,219482734 ATOM *,199694997.08,-0.07,4.19,9.57
40,Bitcoin SV,BSV,None,157.71,18810252 BSV,496350243.42,-0.02,8.87,8.04
41,UNUS SED LEO,LEO,None,2.97,953954130 LEO *,3815091.30,-0.58,-0.79,-3.80
42,Avalanche,AVAX,None,16.23,173508548 AVAX *,143463343.38,0.87,9.57,24.79
43,Tezos,XTZ,None,3.29,855117737 XTZ *,138353790.79,0.18,3.38,4.95
44,Algorand,ALGO,None,0.8554,3178602917 ALGO *,94570597.72,-0.17,3.63,4.60
45,Axie Infinity,AXS,None,43.71,60907500 AXS *,708072688.40,0.66,3.72,8.72
46,Elrond,EGLD,None,134.89,19267808 EGLD *,111955161.23,1.10,7.52,29.10
47,Amp,AMP,None,0.06106,42227702186 AMP *,45741325.03,-0.13,1.75,-7.76
48,IOTA,MIOTA,None,0.9212,2779530283 MIOTA *,42319806.52,-0.18,4.98,2.42
49,Compound,COMP,None,467.94,5457696 COMP *,198915125.75,-0.66,0.26,14.71
50,BitTorrent,BTT,None,0.003866,659952625000 BTT *,443023432.23,-0.02,4.17,33.82
51,Huobi Token,HT,None,12.73,167856506 HT *,263641433.49,0.22,4.74,21.93
52,TerraUSD,UST,None,1.00,2074595551 UST *,50764574.99,-0.03,0.21,0.22
53,Decred,DCR,None,157.75,13200219 DCR,31077323.62,-0.06,4.77,16.82
54,Hedera Hashgraph,HBAR,None,0.2217,9294751811 HBAR *,44357308.70,-0.29,3.68,5.92
55,Kusama,KSM,None,222.01,8470098 KSM *,172875432.42,0.41,2.94,8.11
56,Chiliz,CHZ,None,0.3103,5893953627 CHZ *,891424565.60,-1.54,12.00,16.68
57,Dash,DASH,None,179.44,10273333 DASH,384069406.43,1.55,11.00,10.83
58,Quant,QNT,None,151.76,12072738 QNT *,56703323.74,-0.71,-0.15,-3.23
59,Waves,WAVES,None,17.29,105857434 WAVES *,152490269.21,-0.31,6.33,8.25
60,NEM,XEM,None,0.1832,8999999999 XEM *,88989950.68,-0.17,4.42,7.86
