1,Bitcoin,BTC,None,44555.80,18779387 BTC,40030862141.25,1.14,4.06,7.04
2,Ethereum,ETH,None,3157.24,117012766 ETH,33081467129.21,2.12,9.21,24.49
3,Tether,USDT,None,1.00,62101133281 USDT *,83779571866.56,0.00,0.00,0.01
4,Binance Coin,BNB,None,355.74,168137036 BNB *,1903003765.57,0.90,3.98,6.65
5,Cardano,ADA,None,1.47,32112429655 ADA,2489155525.12,1.34,4.91,11.22
6,XRP,XRP,None,0.8163,46417606117 XRP *,4067148039.93,1.29,9.35,9.16
7,Dogecoin,DOGE,None,0.2603,130757986137 DOGE,6343062403.58,3.78,27.19,24.98
8,USD Coin,USDC,None,0.9999,27603145138 USDC *,3489017546.51,0.02,0.00,0.00
9,Polkadot,DOT,None,20.97,982012912 DOT *,1715197694.55,1.52,2.78,24.45
10,Uniswap,UNI,None,28.19,587399079 UNI *,657129564.57,0.96,7.74,29.22
11,Binance USD,BUSD,None,0.9998,12186081604 BUSD *,6108234130.37,0.02,-0.01,0.00
12,Bitcoin Cash,BCH,None,583.13,18811138 BCH,2381262602.31,1.08,4.80,6.45
13,Chainlink,LINK,None,24.63,444509554 LINK *,1160693888.65,1.19,3.24,8.25
14,Solana,SOL,None,39.40,272637428 SOL *,534979916.29,1.25,-0.11,7.00
15,Litecoin,LTC,None,155.86,66752615 LTC,2107022706.20,0.92,5.46,7.54
16,Wrapped Bitcoin,WBTC,None,44459.35,194623 WBTC *,387712235.46,1.07,3.68,6.58
17,Internet Computer,ICP,None,61.84,136899214 ICP *,1437084817.65,-1.87,28.20,48.24
18,Ethereum Classic,ETC,None,60.54,128818494 ETC,4164501388.17,1.91,14.23,17.74
19,Polygon,MATIC,None,1.17,6434735794 MATIC *,1110079229.00,1.46,7.89,7.71
20,Stellar,XLM,None,0.3063,23437307234 XLM *,904795533.36,0.89,7.55,7.20
21,THETA,THETA,None,6.94,1000000000 THETA *,420993885.29,0.45,0.90,13.58
22,VeChain,VET,None,0.1035,64315576989 VET *,1182031068.78,0.91,7.50,15.57
23,Filecoin,FIL,None,69.25,94829722 FIL,1246340396.23,0.78,7.99,32.66
24,Terra,LUNA,None,14.59,414223322 LUNA *,507386530.09,1.06,0.62,35.61
25,Dai,DAI,None,1.00,5749486754 DAI *,578660249.25,0.07,-0.03,0.01
