1,Bitcoin,BTC,None,39995.91,18769587 BTC,38702404695.37,0.67,1.49,24.56
2,Ethereum,ETH,None,2296.55,116880356 ETH,18991302378.06,0.22,-0.08,15.35
3,Tether,USDT,None,1.00,61795589988 USDT *,64211172841.71,-0.02,0.00,-0.01
4,Binance Coin,BNB,None,313.43,168137036 BNB *,1626648048.38,0.31,-0.06,7.14
5,Cardano,ADA,None,1.28,32065801308 ADA,1793329177.97,0.72,0.40,9.88
6,XRP,XRP,None,0.7254,46312443360 XRP *,6452960526.63,3.17,12.54,27.27
7,USD Coin,USDC,None,0.9998,27309587668 USDC *,3167300230.47,-0.03,-0.02,-0.04
8,Dogecoin,DOGE,None,0.2054,130625678842 DOGE,2076707889.86,0.43,-0.25,7.90
9,Polkadot,DOT,None,14.54,979071683 DOT *,1108934436.85,0.93,1.13,18.15
10,Binance USD,BUSD,None,1,12224571047 BUSD *,5427452146.40,-0.01,0.01,-0.03
11,Uniswap,UNI,None,19.02,587362723 UNI *,431734061.98,0.61,0.70,14.01
12,Bitcoin Cash,BCH,None,510.14,18801919 BCH,2185235852.31,0.70,1.56,18.52
13,Litecoin,LTC,None,139.84,66752415 LTC,1844085026.74,0.19,3.88,19.05
14,Chainlink,LINK,None,19.03,441509554 LINK *,1052448399.95,0.64,-2.41,24.64
15,Wrapped Bitcoin,WBTC,None,39992.65,193074 WBTC *,396872732.46,0.55,2.21,24.62
16,Solana,SOL,None,27.82,272637428 SOL *,315682626.11,0.92,-0.89,4.48
17,Polygon,MATIC,None,1.02,6410735794 MATIC *,927615841.63,0.52,-2.34,14.35
18,Ethereum Classic,ETC,None,49.17,128819435 ETC,2222871048.95,0.23,-0.57,14.73
19,Stellar,XLM,None,0.2689,23374154562 XLM *,693920024.47,1.15,2.21,18.04
20,THETA,THETA,None,5.80,1000000000 THETA *,401278183.88,0.98,-2.93,32.78
21,Dai,DAI,None,1.00,5602477501 DAI *,440813088.75,0.01,-0.11,-0.05
22,Internet Computer,ICP,None,40.67,136899214 ICP *,328845350.71,0.68,-0.64,22.36
23,VeChain,VET,None,0.08256,64315576989 VET *,764150829.51,0.47,-1.51,25.26
24,Terra,LUNA,None,10.97,416981905 LUNA *,569852526.41,1.89,15.34,65.94
25,Filecoin,FIL,None,49.52,91639893 FIL,423560400.01,0.97,-0.24,7.25
26,TRON,TRX,None,0.06052,71659657369 TRX *,897792708.08,0.55,0.56,12.44
27,Monero,XMR,None,234.80,17962013 XMR,212216607.82,1.65,3.85,19.54
28,Aave,AAVE,None,297.07,12913945 AAVE *,353601106.71,0.66,-0.98,14.93
29,EOS,EOS,None,3.90,955578261 EOS *,1293593711.90,0.62,3.88,11.55
30,Amp,AMP,None,0.07714,42227702186 AMP *,85157753.98,-0.06,11.11,77.78
31,Crypto.com Coin,CRO,None,0.1213,25263013692 CRO *,43228917.63,0.65,-0.37,10.90
32,FTX Token,FTT,None,31.93,94346958 FTT *,92454209.96,0.73,2.48,13.49
33,PancakeSwap,CAKE,None,14.90,202034139 CAKE *,361800508.74,0.34,0.95,15.25
34,UNUS SED LEO,LEO,None,3.10,953954130 LEO *,2564035.92,0.78,9.44,20.36
35,Bitcoin BEP2,BTCB,None,40051.34,73110 BTCB *,72574814.38,0.42,2.14,24.21
36,Axie Infinity,AXS,None,45.69,60907500 AXS *,2433886004.81,-0.33,-2.70,105.68
37,Algorand,ALGO,None,0.8424,3164897816 ALGO *,69584465.10,0.62,-1.38,10.03
38,Maker,MKR,None,2653.45,991328 MKR *,98708098.41,0.53,-1.21,9.01
39,The Graph,GRT,None,0.5579,4715735200 GRT *,89021357.65,0.46,-1.83,0.73
40,Klaytn,KLAY,None,1.01,2490278301 KLAY *,120650127.43,0.14,0.77,7.14
41,Bitcoin SV,BSV,None,134.21,18799489 BSV,318506399.36,-0.16,0.53,9.81
42,Cosmos,ATOM,None,11.56,218848131 ATOM *,174680432.12,0.96,-1.32,10.96
